ID,都道府県コード,lat,lon,座標の出典,amenity,healthcare,name,official_name,short_name,name:ja-Hira,name:ja-Latn,name:en,opening_hours,healthcare:speciality,emergency,website,addr:full,addr:country,addr:province,addr:county,addr:city,addr:suburb,addr:quarter,addr:neighbourhood,addr:block_number,addr:housenumber,beds,source,要確認,備考,未解釈の文字列,fixme の内容
3922393103900,39,33.555834,133.510891,原データ,doctors,doctor,藤田クリニック,藤田クリニック,藤田クリニック,ふじたくりにっく,,Fujita Clinic,"Mo,We,Fr 10:00-12:30,15:00-18:00; Tu,Sa 10:00-12:30; PH off; Jan 02-Jan 03,Dec 31 off",urology,,https://peraichi.com/landing_pages/view/fujita/,高知県高知市旭町２丁目２３ー３５,JP,高知県,,高知市,,,旭町二丁目,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,opening_hours から5件を除いた（開始と終了が同一。実質NULL）: 月 泌尿器科 00:00-00:00、火 泌尿器科 00:00-00:00 他3件,,
3922393104170,39,33.542832,133.542547,原データ,doctors,doctor,うしおえ太陽クリニック,うしおえ太陽クリニック,うしおえ太陽クリニック,うしおえたいようくりにっく,,UsihoetaiyouClinic,"Mo,Tu,Th,Fr 09:00-12:30,13:30-17:45; We,Sa 09:00-12:45; PH off; Dec 30-Jan 03 off",internal;surgery;orthopaedics;physiatry,,https://www.taiyou-clinic.jp/,高知県高知市竹島町１３ー１　うしおえメディカルビル・イーア２Ｆ,JP,高知県,,高知市,,,竹島町,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,うしおえメディカルビル・イーア2F,
3922393104200,39,33.542832,133.542547,原データ,doctors,doctor,まさおか眼科,まさおか眼科,まさおか眼科,まさおかがんか,,Masaoka Eye Clinic,"Mo,Tu,Th,Fr 09:00-12:30,14:00-17:30; We 09:00-12:30; Sa 09:00-12:30,14:00-16:00; PH off",ophthalmology,,,高知県高知市竹島町１３－１　うしおえメディカルビルイーア２階,JP,高知県,,高知市,,,竹島町,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,うしおえメディカルビルイーア2階,
3922393104460,39,33.551553,133.5449,原データ,doctors,doctor,はまだ小児科,医療法人慈孝会　はまだ小児科,はまだ小児科,,,,"Mo,Tu,We,Fr,Sa 09:00-12:30,14:00-18:00; Th 09:00-12:30; PH off",paediatrics,,https://www.hamadakids.com,高知県高知市桟橋通１丁目１３番６号,JP,高知県,,高知市,,,桟橋通一丁目,13,6,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3922393104750,39,33.557843,133.518266,原データ,doctors,doctor,永野耳鼻咽喉科・アレルギー科医院,永野耳鼻咽喉科・アレルギー科医院,永野耳鼻咽喉科・アレルギー科,ながのじびいんこうかあれるぎーかいいん,Nagano Jibiinkouka Arerugika,,"Mo,Tu,Th,Fr 09:00-12:15,14:00-18:15; We 09:00-12:15; Sa 09:00-12:15,14:00-16:15; PH off; Dec 29-Jan 03 off",otolaryngology;allergology,,,高知県高知市上町５−２−１４,JP,高知県,,高知市,,,上町五丁目,2,14,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3922393105050,39,33.548075,133.548449,原データ,doctors,doctor,松本クリニック,松本クリニック,松本クリニック,まつもとくりにっく,,Matsumoto Clinic,"Mo,Tu,We,Fr 09:00-12:30,14:00-18:00; Th 09:00-12:30; Sa 09:00-12:30,14:00-17:00; PH off; Dec 31-Jan 03 off",otolaryngology;dermatology;urology,,,高知県高知市桟橋通２丁目７ー１１,JP,高知県,,高知市,,,桟橋通二丁目,7,11,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3922393105890,39,33.568015,133.554784,原データ,doctors,doctor,かわむらクリニック整形外科,かわむらクリニック整形外科,かわむらクリニック整形外科,かわむらくりにっくせいけいげか,,Kawamura clinic orthopedic suvgery,,orthopaedics;rheumatology;physiatry,,http://www.kawamura-cl.jp,高知県高知市杉井流１－５,JP,高知県,,高知市,,,杉井流,1,5,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,opening_hours をタグ出力していない。営業日の月火水木金土曜に時刻の記載が無い,,
3922393105920,39,33.542832,133.542547,原データ,doctors,doctor,ひらた皮フ科,ひらた皮フ科,ひらた皮フ科,ひらたひふか,,Hirata Dermatological Clinic,"Mo,Tu,Th 09:00-13:00,15:00-18:00; We,Sa 09:00-13:00; PH off; Dec 30-Jan 03,Oct 13 off",dermatology,,,高知県高知市竹島町１３−１　うしおえメディカルビル・イーア４階,JP,高知県,,高知市,,,竹島町,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,うしおえメディカルビル・イーア4階,
3922393106060,39,33.500303,133.54819,原データ,clinic,clinic,クリニックひろと,クリニックひろと,クリニックひろと,くりにっくひろと,,Clinic Hiroto,"Mo,Tu,We,Fr,Sa 09:00-12:00,14:00-17:30; Th 09:00-12:00; PH off; Dec 31-Jan 03 off",internal;endocrinology;pulmonology;cardiology;gastroenterology;nephrology;neurology;orthopaedics;dermatology;rheumatology;physiatry;diagnostic_radiology,,http://www.c-hiroto.jp,高知県高知市長浜,JP,高知県,,高知市,,,長浜,,,19,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3922393106510,39,33.565378,133.536736,原データ,doctors,doctor,依光内科クリニック,依光内科クリニック,依光内科クリニック,よりみつないかくりにっく,,YORIMITSU CLINIC of MEDICINE,"Mo,Tu,We,Fr 08:30-12:30,14:00-17:30; Th,Sa 08:30-12:30; PH off",internal,,,高知県高知市愛宕町１丁目２ー２２,JP,高知県,,高知市,,,愛宕町一丁目,2,22,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3922393106640,39,33.556476,133.507175,原データ,doctors,doctor,らくだクリニック,らくだクリニック,らくだクリニック,らくだくりにっく,,Rakuda Clinic,"Mo 09:00-14:30; Tu,We,Fr,Sa 09:00-12:30,14:00-19:00; Th 09:00-13:30; PH off; Jan 03,Dec 31 off",psychiatry,,http://rakuda-clinic.com,高知県高知市南元町３０番地,JP,高知県,,高知市,,,南元町,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3922393107070,39,33.563684,133.554615,原データ,doctors,doctor,クリニック地球33番地,クリニック地球３３番地,クリニック地球３３番地,くりにっく ちきゅう33ばんち,,clinic tikyu sanjusanbanchi,"Mo,Tu,Th,Fr 09:00-12:30,14:00-18:00; We 09:00-12:30; Sa 09:00-14:00; PH off; Dec 30-Jan 03,Aug 15 off",internal;gastroenterology;hepatology,,http://earth-33.com,高知県高知市北本町４ー４ー６１,JP,高知県,,高知市,,,北本町四丁目,4,61,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3922393107100,39,33.543164,133.501848,原データ,doctors,doctor,大崎眼科,大崎眼科,大崎眼科,おおさきがんか,,Osaki ophthalmic clinic,"Mo,Tu,Th,Fr 09:00-12:30,14:00-17:30; We,Sa 09:00-12:30; PH off; Dec 31-Jan 03,Aug 10,Aug 13,Dec 29 off",ophthalmology,,,高知県高知市朝倉甲６０ー１,JP,高知県,,高知市,,,朝倉甲,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,60-1,
3922393107360,39,33.54761,133.504709,原データ,clinic,clinic,快聖クリニック,医療法人成仁会　快聖クリニック,医療法人成仁会　快聖クリニック,,,kaiseiclinic,"Mo,We,Fr 09:00-12:00,14:00-18:00; Tu,Th 09:00-12:00; PH off; Dec 29-Jan 03 off",internal;nephrology;dialysis;surgery;urology,,https://www.kaisei-clinic.com/,高知県高知市鴨部１０８５－１,JP,高知県,,高知市,,,鴨部,,,19,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,営業曜日と時刻が食い違う曜日が1件。曜日フラグを採用（営業日と同一時刻のため一律入力とみなす）,,
3922393107490,39,33.558897,133.586845,原データ,doctors,doctor,きたじま内科クリニック,きたじま内科クリニック,きたじま内科クリニック,きたじまないかくりにっく,,KitajimaNaikaClinic,"Mo,Tu,Th,Fr 09:00-12:30,14:00-18:00; We,Sa 09:00-12:30; PH off; Dec 30-Jan 03 off",internal;pulmonology;cardiology;gastroenterology,,,高知県高知市高須２ー５ー２２,JP,高知県,,高知市,,,高須二丁目,5,22,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3922393107650,39,33.568589,133.5085,原データ,doctors,doctor,福井診療所内科消化器科,医療法人　三和会　福井診療所内科消化器科,福井診療所内科消化器科,,,fukui-clinic,"Mo,Tu,We,Fr 09:00-12:30,13:30-17:00; Th,Sa 09:00-12:30; PH off; Dec 30-Jan 03 off",internal;gastroenterology,,https://fukuiclinic-kochi.jp/index.html,高知県高知市福井扇町１１７８ー１,JP,高知県,,高知市,,,福井扇町,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,地番のため addr:block_number と addr:housenumber をタグ出力していない,,
3922393108080,39,33.549836,133.546072,原データ,doctors,doctor,島崎クリニック,島崎クリニック,島崎クリニック,しまさきくりにっく,,Shimasaki Clinic,"Mo,Tu,We 08:45-12:30,13:00-18:00; Th 08:45-12:30,13:00-17:30; Fr 09:00-12:30,14:00-18:00; Sa 09:00-12:30,14:00-16:00; PH off; Jan 02-Jan 03,Aug 13-Aug 15,Dec 30-Dec 31 off",internal;venereology;nephrology;paediatrics;dermatology;urology,,http://www.simasakiclinic.net/,高知県高知市桟橋通２ー１２ー５,JP,高知県,,高知市,,,桟橋通二丁目,12,5,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3922393108110,39,33.561318,133.538111,原データ,doctors,doctor,Dr.オヤマ診療所,Ｄｒ．オヤマ診療所,Ｄｒ．オヤマ診療所,どくたーおやましんりょうじょ,,Dr.Oyama Clinic,"Mo,Th 09:00-12:30,14:00-17:00; Tu,Fr 09:00-12:30; We,Sa 09:00-12:00; PH off; Dec 29-Jan 03 off",internal;traditional_chinese_medicine;allergology;anaesthetics,,http://dr-oyama.org/,高知県高知市追手筋１－９－２２,JP,高知県,,高知市,,,追手筋一丁目,9,22,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,休診日の記述「水曜午後水曜隔週で午前」を opening_hours に変換できていない,,
3922393108240,39,33.542813,133.486866,原データ,doctors,doctor,やまかわ乳腺クリニック,やまかわ乳腺クリニック,やまかわ乳腺クリニック,やまかわにゅうせんくりにっく,,yamakawa breast clinic,"Mo,We 09:00-13:00,15:00-18:00; Tu,Th 09:00-13:00; Fr 15:00-18:00; Sa 09:00-12:00,13:00-15:00; PH off; Dec 30-Jan 03,Aug 13-Aug 15 off",internal;surgery,,http://www.yamakawa-nyusen.jp,高知県高知市若草町１５番４５号,JP,高知県,,高知市,,,若草町,15,45,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3922393108530,39,33.573089,133.596554,原データ,doctors,doctor,こまつ眼科,こまつ眼科,こまつ眼科,こまつがんか,,Komatsu eye clinic,"Mo,We,Th,Fr 09:00-12:30,14:00-17:30; Tu 09:00-12:00; Sa 09:00-12:30; PH off; Dec 29-Jan 03,Aug 07-Aug 09,Aug 12 off",ophthalmology,,http://www.komatsu-eye-clinic.jp,高知県高知市大津乙１０１８番地１,JP,高知県,,高知市,,,大津乙,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,1018-1,
3922393108660,39,33.549236,133.54534,原データ,doctors,doctor,桟橋みどりクリニック,桟橋みどりクリニック,桟橋みどりクリニック,さんばしみどりくりにっく,,,"Mo 09:00-12:30,14:00-18:00; Tu,Th 09:30-12:30,14:00-18:00; We 09:00-12:30; Fr 09:30-12:30,14:00-17:00; Sa 09:00-12:30,14:00-16:00; PH off; Dec 27-Jan 04,May 16,Jun 13,Jul 11,Aug 09,Sep 19,Oct 03,Nov 14,Dec 12 off",psychiatry,,http://san-mido-clinic.com/,高知県高知市百石町２－８－８,JP,高知県,,高知市,,,百石町二丁目,8,8,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,休診日の記述「~15日」を opening_hours に変換できていない,,
3922393108790,39,33.552282,133.494899,原データ,doctors,doctor,たむら内科クリニック,たむら内科クリニック,たむら内科クリニック,たむらないかくりにっく,,Tamura Medical Clinic,"Mo,Tu,Th,Fr 08:30-12:30,14:00-18:00; Sa 08:30-12:30; PH off",internal;pulmonology;cardiology,,http://tamura-medic.jp,高知県高知市曙町一丁目１ー２０,JP,高知県,,高知市,,,曙町一丁目,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,opening_hours から12件を除いた（開始と終了が同一。実質NULL）: 月 内科 00:00-00:00、火 内科 00:00-00:00 他10件 / 番地が住居表示にも地番にも見つからないため addr:block_number と addr:housenumber をタグ出力していない,,
3922393109120,39,33.561701,133.596275,原データ,doctors,doctor,むくした耳鼻咽喉科,むくした耳鼻咽喉科,むくした耳鼻咽喉科,むくしたじびいんこうか,Mukushita Jibiinkoka,,"Mo,Tu,We,Fr 09:00-12:00,14:00-17:30; Th 09:00-12:00; Sa 09:00-13:00; PH off; Dec 29-Jan 03 off",otolaryngology,,https://park.paa.jp,高知県高知市介良乙１０４９　高知東メディカルスクエア３階,JP,高知県,,高知市,,,介良乙,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,website に https を補った: park.paa.jp,1049 高知東メディカルスクエア3階,
3922393109250,39,33.561701,133.596277,原データ,doctors,doctor,なかやまクリニック内科・循環器科,なかやまクリニック内科・循環器科,なかやまクリニック,なかやまくりにっくないかじゅんかんきか,,nakayama clinic,"Mo,We 09:00-12:30,14:00-18:00; Tu,Fr 09:00-12:30,14:00-19:00; Sa 09:00-12:30,13:30-16:30; PH off; Dec 30-Jan 03 off",internal;cardiology,,http://www.nakayamaclinic.com/0606/,高知県高知市介良乙１０４９　高知東メディカルスクエア３Ｆ,JP,高知県,,高知市,,,介良乙,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,1049 高知東メディカルスクエア3F,
3922393109380,39,33.551417,133.553982,原データ,doctors,doctor,ながの内科クリニック,ながの内科クリニック,ながの内科クリニック,ながのないかくりにっく,,nagano clinic,"Mo,Tu,Th,Fr 09:00-12:30,13:30-17:30; We 09:00-12:30; Sa 09:00-13:00; PH off; Dec 30-Jan 03 off",internal;neurology,,https://nagano-naika-kc.com/,高知県高知市新田町,JP,高知県,,高知市,,,新田町,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,opening_hours から12件を除いた（開始と終了が同一。実質NULL）: 月 内科 00:00-00:00、火 内科 00:00-00:00 他10件,,
3922393109400,39,33.516254,133.535385,原データ,doctors,doctor,かわず皮フ科,かわず皮フ科,かわず皮フ科,かわずひふか,Kawazu Hifuka,,"Mo,Tu,We,Fr,Sa 09:00-12:30,14:30-18:00; PH off; Dec 30-Jan 03 off",dermatology,,,高知県高知市横浜新町,JP,高知県,,高知市,,,,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,opening_hours から5件を除いた（開始と終了が同一。実質NULL）: 月 皮膚科 00:00-00:00、火 皮膚科 00:00-00:00 他3件 / 町字が入力と別のものになったため addr:neighbourhood をタグ出力していない。修正候補: 横浜新町,新町,
3922393109410,39,33.54508,133.511509,原データ,doctors,doctor,おがわハートクリニック,おがわハートクリニック,おがわハートクリニック,おがわはーとくりにっく,,Ogawa Heart Clinic,"Mo,Tu,Th,Fr 09:00-12:30,14:00-18:00; We,Sa 09:00-12:30; PH off; Dec 30-Jan 03 off",internal;cardiology,,https://www.ogawaheartclinic.com/,高知県高知市神田８４０ー１,JP,高知県,,高知市,,,神田,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3922393109540,39,33.557629,133.523696,原データ,doctors,doctor,アズマ耳鼻咽喉科・アレルギー科,アズマ耳鼻咽喉科・アレルギー科,アズマ耳鼻咽喉科・アレルギー科,あずまじびいんこうかあれるぎーか,,Azuma ENT&allergy clinic,"Mo,Sa 08:30-12:00; Tu,We,Fr 08:30-12:00,14:00-17:30; PH off; Jan 01-Jan 03 off",otolaryngology;allergology,,http://www.jibika-clinic.com,高知県高知市上町２ー２ー１６,JP,高知県,,高知市,,,上町二丁目,2,16,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3922393109670,39,33.568525,133.508742,原データ,doctors,doctor,ふみの皮フ科,医療法人元史会　ふみの皮フ科,ふみの皮フ科,,,fumino dermatological clinic,"Mo,Tu,We,Fr 09:00-12:30,14:00-18:00; Sa 09:00-12:30,14:00-17:00; PH off; Dec 31-Jan 03 off || off ""GWは休診""",plastic_surgery;dermatology,,http://www.fumino.jp,高知県高知市福井扇町１１７８－３,JP,高知県,,高知市,,,福井扇町,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,営業曜日と時刻が食い違う曜日が1件。曜日フラグを採用（営業日と同一時刻のため一律入力とみなす） / 地番のため addr:block_number と addr:housenumber をタグ出力していない,,
3922393109700,39,33.567775,133.504459,原データ,doctors,doctor,さわだ耳鼻咽喉科・眼科,医療法人隆正会　さわだ耳鼻咽喉科・眼科,さわだ耳鼻咽喉科・眼科,,,Sawada Eye and Ear Clinic,"Mo,We,Fr 09:00-12:00,14:00-18:30; Tu 09:00-12:00,14:30-18:30; Th 09:00-12:00; Sa 09:00-12:00,14:00-16:00; PH off",ophthalmology;otolaryngology,,http://www.sawada-clinic.jp,高知県高知市福井町１７３４－５,JP,高知県,,高知市,,,福井町,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3922393110100,39,33.559154784,133.53625287,ジオコーディング,doctors,doctor,JOEクリニック,医療法人聖美会　ＪＯＥクリニック,Ｊｏｅ　Ｃｌｉｎｉｃ高知院,,,JoeClinicKochi,"Mo,Tu,We,Th,Fr,Sa,Su,PH 10:00-19:00; Jan 01-Jan 03 off",plastic_surgery;dermatology,,https://www.joeclinic.jp/,高知県高知市本町３丁目１番１号　アイランドⅠビル　７階,JP,高知県,,高知市,,,本町三丁目,1,1,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,座標は住所から付与（位置レベル8）,アイランドⅠビル 7階,
3922393110490,39,33.540904,133.483859,原データ,doctors,doctor,こどもクリニック ケロちゃん,こどもクリニック　ケロちゃん,こどもクリニック　ケロちゃん,こどもくりにっく けろちゃん,,,"Mo,Tu,We,Sa 08:50-12:20,13:50-17:50; Th 08:50-13:20; Su 08:50-15:00; PH off; Dec 30-Jan 03 off",paediatrics,,,高知県高知市鵜来巣１１ー３８ー１０　あさくらメディカルビル２Ｆ,JP,高知県,,高知市,,,鵜来巣,11,38-10,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,あさくらメディカルビル2F,
3922393110520,39,33.540904,133.483859,原データ,doctors,doctor,ここからクリニック,医療法人　マウナケア　ここからクリニック,ここからクリニック,,,cococara clinic,"Mo,We,Fr,Sa 08:30-12:30,14:00-18:00; Tu 08:30-12:30,14:00-17:30; Th 08:30-14:00; PH off; Dec 30-Jan 03 off",neurology;psychiatry,,,高知県高知市鵜来巣１１ー３８ー１０　あさくらメディカルビル３Ｆ,JP,高知県,,高知市,,,鵜来巣,11,38-10,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,名称の先頭の「マウナケア」を運営主体とみなして name から除いた。official_name と short_name で確かめてください,あさくらメディカルビル3F,
3922393110650,39,33.540904,133.483859,原データ,doctors,doctor,うぐるす内科クリニック,うぐるす内科クリニック,うぐるす内科クリニック,うぐるすないかくりにっく,,UGURUSU NAIKA CLINIC,"Mo,Tu,We,Fr 09:00-12:00,14:00-17:30; Th,Sa 09:00-12:00; PH off; Jan 02-Jan 03,Aug 15,Dec 30-Dec 31 off",internal;cardiology,,,高知県高知市鵜来巣１１番３８－１０号,JP,高知県,,高知市,,,鵜来巣,11,38-10,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,号,
3922393110780,39,33.544549,133.492983,原データ,clinic,clinic,高知ファミリークリニック,高知ファミリークリニック,高知ファミリークリニック,こうちふぁみりーくりにっく,,Kochi Family Clinic,"Mo,Tu,We,Fr 09:00-12:00,14:00-17:00; Th,Sa 09:00-12:00; PH off; Dec 31-Jan 03 off",gynaecology,,http://www.kochi-family.jp/,高知県高知市朝倉横町２３ー７ー１０,JP,高知県,,高知市,,,朝倉横町,23,7-10,19,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3922393111080,39,33.540904,133.483859,原データ,doctors,doctor,おおつ耳鼻咽喉科,おおつ耳鼻咽喉科,おおつ耳鼻咽喉科,おおつじびいんこうか,Otsu Jibiinkoka,,"Mo,Tu,Th,Fr 09:00-12:30,14:30-18:00; Sa 09:00-12:30,14:00-17:00; PH off; Dec 30-Jan 03 off",otolaryngology,,http://www.otsu-jibiinkoka.com/,高知県高知市鵜来巣１１ー３８ー１０　あさくらメディカルビル２Ｆ,JP,高知県,,高知市,,,鵜来巣,11,38-10,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,あさくらメディカルビル2F,
3922393111110,39,33.560191,133.538866,原データ,doctors,doctor,AGAスキンクリニック 高知院,ＡＧＡスキンクリニック　高知院,ＡＧＡスキンクリニック　高知院,えーじーえーすきんくりにっく こうちいん,,AGA skin clinick Kochi-in,"Mo,Tu,We,Th,Fr,Sa,Su,PH 10:00-19:00",dermatology,,https://www.agaskin.net/clinic/ko/,高知県高知市帯屋町１ー１３ー２３アベニュービル３Ｆ,JP,高知県,,高知市,,,帯屋町一丁目,13,23,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,休診日の記述「不定休」を opening_hours に変換できていない,アベニュービル3F,
