ID,都道府県コード,lat,lon,座標の出典,amenity,healthcare,name,official_name,short_name,name:ja-Hira,name:ja-Latn,name:en,opening_hours,healthcare:speciality,emergency,website,addr:full,addr:country,addr:province,addr:county,addr:city,addr:suburb,addr:quarter,addr:neighbourhood,addr:block_number,addr:housenumber,beds,source,要確認,備考,未解釈の文字列,fixme の内容
3955395001970,39,33.564626,133.542055,原データ,pharmacy,pharmacy,ベル薬局,ベル薬局,,べるやっきょく,,BELLE pharmacy,"Mo,Th 09:00-19:00; Tu,We,Fr 09:00-18:00; Sa 09:00-13:00; PH off; Dec 31-Jan 03 off",,,http://www.belle-ph.com/,高知県高知市北本町１－１－２,JP,高知県,,高知市,,,北本町一丁目,1,2,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,,,
3955395001990,39,33.560026,133.539555,原データ,pharmacy,pharmacy,つちばし薬局 本店,つちばし薬局　本店,,つちばしやっきょく ほんてん,Tsuchibashi Yakkyoku Honten,,"Mo,Tu,We,Th,Fr,Sa 09:30-19:00; Su 10:00-18:00; PH off; Dec 30-Jan 03 off || off ""GWは休診""",,,https://www.tsuchibashi.co.jp/,高知県高知市本町１－１－３,JP,高知県,,高知市,,,本町一丁目,1,3,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002040,39,33.553225,133.543789,原データ,pharmacy,pharmacy,つちばし薬局 梅ノ辻店,つちばし薬局　梅ノ辻店,,つちばしやっきょく うめのつじてん,,,"Mo,Th 09:00-18:30; Tu,Fr 09:00-18:00; We 09:00-17:00; Sa 09:00-17:30; PH off; Dec 30-Jan 03 off || off ""GWは休診""",,,https://www.tsuchibashi.co.jp/,高知県高知市梅ノ辻８ー１１,JP,高知県,,高知市,,,梅ノ辻,8,11,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,,,
3955395002050,39,33.560814,133.495088,原データ,pharmacy,pharmacy,アイン薬局 塚ノ原店,アイン薬局　塚ノ原店,,あいんやっきょく つかのはらてん,Ainyakkyoku Tukanoharatenn,,"Mo,Tu,We,Th,Fr 08:30-18:00; Sa,Su,PH 08:30-17:00",,,https://www.ainj.co.jp,高知県高知市塚ノ原,JP,高知県,,高知市,,,塚ノ原,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002060,39,33.554477,133.507952,原データ,pharmacy,pharmacy,しもじま薬局,しもじま薬局,,しもじまやっきょく,Shimojima Yakkyoku,,"Mo,Tu,We,Th,Fr 08:30-18:00; Sa 08:30-12:30; PH off; Dec 31-Jan 03 off",,,https://kochi-chozai.co.jp/,高知県高知市下島町１０番地,JP,高知県,,高知市,,,下島町,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002080,39,33.557976,133.525915,原データ,pharmacy,pharmacy,玄白堂,株式会社　玄白堂,,,,Genpakudou Drugstore,"Mo,Tu,We,Th,Fr 08:30-18:00; Sa 08:30-17:00; PH off; Dec 31-Jan 03 off",,,,高知県高知市上町１丁目４－２５,JP,高知県,,高知市,,,上町一丁目,4,25,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002090,39,33.537431,133.486395,原データ,pharmacy,pharmacy,さくら薬局,さくら薬局,,さくらやっきょく,Sakura Yakkyoku,,"Mo,Tu,We,Th,Fr 09:00-18:00; Sa 09:00-13:00; PH off; Dec 31-Jan 03 off",,,http://sakuramedico.jp/sakura/index.html,高知県高知市朝倉戊１４３８番地１１,JP,高知県,,高知市,,,朝倉戊,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,1438-11,
3955395002100,39,33.523826,133.574142,原データ,pharmacy,pharmacy,みさと薬局,みさと薬局,,みさとやっきょく,Misato Yakkyoku,,"Mo,Tu,We,Th,Fr 09:00-18:00; Sa 09:00-13:00; PH off; Dec 30-Jan 03 off",,,,高知県高知市十津三丁目６番３１号,JP,高知県,,高知市,,,十津三丁目,6,31,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002110,39,33.559923,133.522768,原データ,pharmacy,pharmacy,アイン薬局大膳町店,アイン薬局大膳町店,,あいんやっきょくだいぜんちょうてん,Ainyakkyokudaizentyouten,,"Mo,Tu,We,Th,Fr 09:00-18:00; Sa 09:00-15:00; PH off; Dec 31-Jan 03 off",,,https://www.ainj.co.jp,高知県高知市大膳町４０,JP,高知県,,高知市,,,大膳町,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,地番のため addr:block_number と addr:housenumber を出さない,,
3955395002260,39,33.57717,133.610278,原データ,pharmacy,pharmacy,ブルークロス調剤薬局 大津店,ブルークロス調剤薬局　大津店,,ぶるーくろすちょうざいやっきょく おおつてん,,Bluecross Drugstore Ootsu,"Mo,Tu,We,Fr,Sa 09:00-18:00; Th 09:00-17:00; PH off; Dec 31-Jan 03 off",,,http://bluecross.co.jp/,高知県高知市大津甲６０１,JP,高知県,,高知市,,,大津甲,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,,601,
3955395002320,39,33.501345,133.549009,原データ,pharmacy,pharmacy,岡本平和薬局,岡本平和薬局,,おかもとへいわやっきょく,Okamoto Heiwa Yakkyoku,,"Mo,Tu,We,Th,Fr,Sa 09:00-19:00; PH off; Jan 01-Jan 03 off",,,,高知県高知市長浜５８９,JP,高知県,,高知市,,,長浜,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,589,
3955395002330,39,33.540319,133.50139,原データ,pharmacy,pharmacy,玄白堂薬局 神田店 厚生調剤薬局,玄白堂薬局　神田店　厚生調剤薬局,,げんぱくどうやっきょく こうだてん こうせいちょうざいやっきょく,,Genpakudou Pharmacy,"Mo,Tu,We,Th,Fr 09:00-18:00; PH off; Dec 29-Jan 03 off",,,,高知県高知市神田１９－５,JP,高知県,,高知市,,,神田,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002350,39,33.557818,133.522599,原データ,pharmacy,pharmacy,長崎宝珠堂薬局,長崎宝珠堂薬局,,ながさきほうじゅどうやっきょく,,,"Mo,Tu,We,Th,Fr 10:00-18:00; Sa 10:00-13:00; PH off; Dec 31-Jan 03 off",,,,高知県高知市上町３丁目５－１２,JP,高知県,,高知市,,,上町三丁目,5,12,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,,,
3955395002360,39,33.558143,133.522257,原データ,pharmacy,pharmacy,長崎宝珠堂薬局西店,長崎宝珠堂薬局西店,,ながさきほうじゅどうやっきょくにしみせ,Nagasakihoujudou Yakkyoku Nishimise,,"Mo,Tu,We,Th,Fr 09:00-18:00; Sa 09:00-13:00; PH off; Dec 31-Jan 03 off",,,,高知県高知市上町３丁目３－１,JP,高知県,,高知市,,,上町三丁目,3,1,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002370,39,33.566258,133.501365,原データ,pharmacy,pharmacy,よこうち薬局,よこうち薬局,,よこうちやっきょく,Yokouchi Yakkyoku,,"Mo,Tu,We,Th,Fr 09:00-18:30; Sa 09:00-13:00; PH off; Dec 30-Jan 03 off",,,,高知県高知市横内４５２,JP,高知県,,高知市,,,横内,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002400,39,33.56578,133.536997,原データ,pharmacy,pharmacy,とまと薬局,とまと薬局,,とまとやっきょく,Tomato Yakkyoku,,"Mo,Tu,We,Th,Fr 09:00-18:00; Sa 09:00-13:00; PH off; Dec 31-Jan 03 off",,,https://medico-drugfarm.jp/,高知県高知市愛宕町１丁目４ー９,JP,高知県,,高知市,,,愛宕町一丁目,4,9,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002410,39,33.567854,133.55522,原データ,pharmacy,pharmacy,あじさい薬局 杉井流店,あじさい薬局　杉井流店,,あじさいやっきょく すぎいるてん,,AJISAI PHARMACY AJISAI YAKKYOKU,,,,http://www.drug-kuroshio.co.jp/index.htm,高知県高知市杉井流２－３,JP,高知県,,高知市,,,杉井流,2,3,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,,,
3955395002440,39,33.557148,133.525271,原データ,pharmacy,pharmacy,城西薬局,城西薬局,,じょうせいやっきょく,Jyousei Yakkyoku,,"Mo,Tu,We,Th,Fr 09:00-18:00; Sa 09:00-13:30; Sa[2] off; PH off; Dec 30-Jan 03 off",,,,高知県高知市上町１丁目７－２７,JP,高知県,,高知市,,,上町一丁目,7,27,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002470,39,33.540319,133.501307,原データ,pharmacy,pharmacy,厚生薬局,ブルークロス　厚生薬局,,,,Kousei Drugstore,"Mo,Tu,We,Th,Fr 09:00-18:00; Sa 09:00-12:00; PH off; Dec 29-Jan 03 off",,,http://bluecross.co.jp/,高知県高知市神田１９－１５,JP,高知県,,高知市,,,神田,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,,,
3955395002480,39,33.542635,133.485741,原データ,pharmacy,pharmacy,若草薬局,有限会社若草薬局,,,,,"Mo,Tu,We,Th,Fr 09:00-18:00; Sa 09:00-13:00; PH off; Dec 30-Jan 03 off",,,,高知県高知市鵜来巣,JP,高知県,,高知市,,,鵜来巣,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,,,
3955395002550,39,33.583099,133.567588,原データ,pharmacy,pharmacy,つちばし薬局 一宮店,つちばし薬局　一宮店,,つちばしやくきょく いっくてん,,,"Mo,Tu,We,Th,Fr 09:00-18:00; Sa 09:00-13:00; PH off; Dec 30-Jan 03 off || off ""GWは休診""",,,https://www.tsuchibashi.co.jp/,高知県高知市一宮西町１－３－９,JP,高知県,,高知市,,,一宮西町一丁目,3,9,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,,,
3955395002620,39,33.579698,133.555527,原データ,pharmacy,pharmacy,病院通薬局あぞの店,病院通薬局あぞの店,,びょういんどおりやっきょくあぞのてん,Byouindouriyakkyokuazonoten,,"Mo,Tu,We,Th,Fr,Sa 08:30-17:30; PH off; Dec 30-Jan 03 off",,,https://www.kurisu-p.com/,高知県高知市薊野北町２丁目１０番５１－１４号,JP,高知県,,高知市,,,薊野北町二丁目,10,51-14,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,号,
3955395002630,39,33.579609,133.555236,原データ,pharmacy,pharmacy,ダイリン薬局,ダイリン薬局,,だいりんやっきょく,Dairin Yakkyoku,,"Mo,Tu,We,Th,Fr 09:00-18:00; Sa 08:30-17:30; PH off; Dec 30-Jan 03 off",,,http://www.kurisu-p.com,高知県高知市薊野北町二丁目１０番１号,JP,高知県,,高知市,,,薊野北町二丁目,10,1,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002650,39,33.56844,133.543259,原データ,pharmacy,pharmacy,にしもり薬局,にしもり薬局,,にしもりやっきょく,Nishimori Yakkyoku,,"Mo,Tu,We,Th,Fr 09:00-19:00; Sa 09:00-18:00; PH off; Dec 30-Jan 03 off",,,https://www.kusurinomadoguchi.com/kochi/s1000000180,高知県高知市新本町１ー１－１６,JP,高知県,,高知市,,,新本町一丁目,1,16,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002700,39,33.543135,133.486383,原データ,pharmacy,pharmacy,朝倉薬局,有限会社　朝倉薬局,,,,,"Mo,Tu,We,Th,Fr 08:30-18:30; Sa 08:30-15:30; PH off; Dec 30-Jan 03 off",,,,高知県高知市若草町１６－２２,JP,高知県,,高知市,,,若草町,16,22,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,,,
3955395002760,39,33.501236,133.545541,原データ,pharmacy,pharmacy,ながはま薬局,ながはま薬局,,ながはまやっきょく,Nagahama Yakkyoku,,"Mo,Tu,We,Th,Fr 08:30-18:30; Sa 08:30-17:30; PH off",,,,高知県高知市長浜６７７－１０,JP,高知県,,高知市,,,長浜,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002770,39,33.568947,133.536874,原データ,pharmacy,pharmacy,江ノ口薬局,ブルークロス　江ノ口薬局,,,,Enokuchi Drugstore,"Mo,Tu,We,Fr 08:30-18:30; Th 08:30-17:00; Sa 08:30-17:30; PH off; Dec 31-Jan 03 off",,,http://bluecross.co.jp/,高知県高知市愛宕町２－２２－２,JP,高知県,,高知市,,,愛宕町二丁目,22,2,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,,,
3955395002810,39,33.556968,133.536745,原データ,pharmacy,pharmacy,ブルークロス調剤薬局 本町店,ブルークロス調剤薬局　本町店,,ぶるーくろすちょうざいやっきょく ほんまちてん,,Bluecross Drugstore Honmachi,"Mo,Tu,We,Th,Fr 09:00-18:00; Sa 09:00-13:00; PH off; Dec 30-Jan 03 off",,,http://bluecross.co.jp/,高知県高知市鷹匠町１－１－２３,JP,高知県,,高知市,,,鷹匠町一丁目,1,23,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,,,
3955395002820,39,33.563933,133.512889,原データ,pharmacy,pharmacy,かめや薬局,有限会社かめや薬局,,,,Kameya Drugstore,"Tu,We,Th,Fr,Sa 09:00-18:00; PH off; Dec 29-Jan 03 off",,,http://kameya8.com,高知県高知市福井東町３５－１１,JP,高知県,,高知市,,,福井東町,35,11,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002870,39,33.561447,133.551996,原データ,pharmacy,pharmacy,西村薬局,西村薬局,,にしむら やっきょく,,NISHIMURA Drugstore,"Mo,Tu,We,Th,Fr,Sa 09:00-20:30; PH off; Jan 01-Jan 03 off",,,,高知県高知市桜井町２－４－１２,JP,高知県,,高知市,,,桜井町二丁目,4,12,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002910,39,33.555865,133.511006,原データ,pharmacy,pharmacy,アクア薬局,アクア薬局,,あくあやっきょく,Aqua Yakkyoku,,"Mo,Tu,We,Fr 08:30-17:30; Th 08:30-12:00; Sa 08:30-14:00; PH off; Dec 30-Jan 03 off",,,,高知県高知市旭町２丁目２３－３０,JP,高知県,,高知市,,,旭町二丁目,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395002980,39,33.428819,134.00879,原データ,pharmacy,pharmacy,はまゆう薬局,はまゆう薬局,,はまゆうやっきょく,Hamayu Yakkyoku,,"Mo,Tu,We,Th,Fr 08:30-17:30; Sa 08:30-12:30; PH off; Jan 01-Jan 03,May 03-May 05 off",,,https://kochi-chozai.co.jp/,高知県安芸郡田野町１８１０－２,JP,高知県,安芸郡,田野町,,,,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,1810-2,
3955395003000,39,33.499194,133.907311,原データ,pharmacy,pharmacy,西田屋薬局,西田屋薬局,,にしだややっきょく,Nisidayayakkyoku,,"Mo,Tu,We,Th,Fr,Sa 09:00-19:30; PH 09:00-16:00; Jan 01 off",,,,高知県安芸市本町,JP,高知県,,安芸市,,,,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,本町,
3955395003050,39,33.436829,133.979358,原データ,pharmacy,pharmacy,いちまる薬局,いちまる薬局,,いちまるやっきょく,,Kampo Itimaru Pharmacy,"Mo,Tu,We,Fr,Sa 09:00-17:00; PH off; Dec 30-Jan 05 off",,,https://www.facebook.com/itimarukampo,高知県安芸郡安田町安田１６９０−２,JP,高知県,安芸郡,安田町,,,大字安田,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,1690-2,
3955395003060,39,33.521697,133.809023,原データ,pharmacy,pharmacy,芸西薬局,芸西薬局,,げいせいやっきょく,Geisei Yakkyoku,,"Mo,Tu,We,Th,Fr 09:00-18:00; Sa 09:00-13:00; PH off; Dec 30-Jan 03 off",,,http://sakuramedico.jp/geisei/index.html,高知県安芸郡芸西村和食甲１５１３－１,JP,高知県,安芸郡,芸西村,,和食,甲,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,1513-1,
3955395003080,39,33.498649,133.908105,原データ,pharmacy,pharmacy,くじら薬局,くじら薬局,,くじらやっきょく,Kujira Yakkyoku,,"Mo,Tu,We,Th,Fr 08:30-18:00; Sa 08:30-13:00; PH off; Dec 31-Jan 03 off",,,https://medico-drugfarm.jp/company/,高知県安芸市本町２－１０－１１,JP,高知県,,安芸市,,,本町二丁目,10,11,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395003090,39,33.43722,134.028024,原データ,pharmacy,pharmacy,元氣堂調剤薬局 なはり店,元氣堂調剤薬局　なはり店,,げんきどうちょうざいやっきょく なはりてん,Genkidoutyouzaiyakkyoku Nahariten,,"Mo,Tu,We,Th,Fr 09:00-17:00; Sa 09:00-12:00; PH off; Dec 31-Jan 03 off",,,,高知県安芸郡奈半利町乙３７１１－１２,JP,高知県,安芸郡,奈半利町,,,乙,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,3711-12,
3955395003150,39,33.291742,134.145665,原データ,pharmacy,pharmacy,タキ薬局,タキ薬局,,たきやっきょく,,,"Mo,Tu,We,Th,Fr 09:00-19:00; Sa 09:00-17:00; PH off || off ""GW・お盆は休診""",,,,高知県室戸市浮津二番町４４−１,JP,高知県,,室戸市,,,浮津2番町,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,44-1,
3955395003160,39,33.290073,134.148163,原データ,pharmacy,pharmacy,山川ライオン堂薬局,山川ライオン堂薬局,,やまかわらいおんどうやっきょく,,YamaKawaRaionDou pharmacy,"Mo,Tu,We,Th,Fr 09:00-20:00; Sa 09:00-15:00; PH off; Dec 31-Jan 03 off",,,,高知県室戸市浮津３６４－１,JP,高知県,,室戸市,,,浮津,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395003180,39,33.330977,134.098813,原データ,pharmacy,pharmacy,らいおん堂薬局吉良川店,らいおん堂薬局吉良川店,,らいおんどうやっきょくきらがわてん,,,"Mo,Tu,We,Fr 08:30-18:00; Th 08:30-16:30; Sa 08:30-13:00; PH off; Dec 30-Jan 03,Aug 15 off",,,,高知県室戸市吉良川町甲３９４７,JP,高知県,,室戸市,,,吉良川町甲,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,3947,
3955395003190,39,33.606222,133.68936,原データ,pharmacy,pharmacy,大町薬局,大町薬局,,おおまちやっきょく,Omachi Yakkyoku,,"Mo,Tu,We,Fr 09:00-12:30,13:30-20:00; Th 09:00-12:30,13:30-17:00; Sa 09:00-12:30; PH off; Dec 29-Jan 03 off",,,,高知県香美市土佐山田町東本町３－１－３８,JP,高知県,,香美市,,,土佐山田町東本町三丁目,1,38,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395003210,39,33.6162,133.714622,原データ,pharmacy,pharmacy,神母ノ木薬局,神母ノ木薬局,,いげのきやっきょく,,Igenoki Drugstore,"Mo,Tu,We,Th,Fr,Sa 08:00-18:00; PH off; Jan 01-Jan 03 off",,,,高知県香美市土佐山田町神母ノ木３３５－１,JP,高知県,,香美市,,,土佐山田町神母ノ木,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395003280,39,33.527089,133.619902,原データ,pharmacy,pharmacy,きしもと薬局 十市店,きしもと薬局　十市店,,きしもとやっきょく とうちてん,Kishimotoyakkyoku Tochiten,,"Mo,Tu,We,Fr 09:00-17:30; Th 09:00-17:00; Sa 09:00-13:00; PH off; Dec 30-Jan 03 off",,,,高知県南国市十市２６８１番地,JP,高知県,,南国市,,,十市,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,,
3955395003310,39,33.575309,133.641271,原データ,pharmacy,pharmacy,西田順天堂薬局,有限会社　西田順天堂薬局,,,,,"Mo,Tu,We,Th,Fr 09:00-13:30,14:30-18:00; PH off",,,http://www.kochi-f.co.jp/nishida/,高知県南国市大そね甲１７０５,JP,高知県,,南国市,,,,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),yes,,大そね甲1705,
3955395003330,39,33.572596,133.64697,原データ,pharmacy,pharmacy,西田調剤薬局,西田調剤薬局,,にしだちょうざいやっきょく,Nishidachouzai Yakkyoku,,"Tu,Th 09:00-13:00,14:30-18:00; We,Fr 09:00-13:00,14:30-20:00; Sa 09:00-13:00,14:00-16:00; Sa[3] off; PH off; Dec 29-Jan 03 off",,,,高知県南国市大そね甲１７７２－１,JP,高知県,,南国市,,,,,,,厚生労働省 医療情報ネットのオープンデータ (2026-06-01),,,大そね甲1772-1,
